"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
5.375640363E1,8.102661371E-1,4.407528415E-2,1.139832065E-1
5.376637134E1,-7.392929792E-1,-1.283642650E-1,1.416800618E-1
5.377632701E1,-4.857602119E-1,-1.400821656E-1,1.842906028E-1
5.378629347E1,1.253415823E0,1.239700541E-1,2.288985252E-1
5.379625873E1,6.420876384E-1,5.259739235E-2,2.789659202E-1
5.380622508E1,-4.154528081E-1,-7.057371549E-3,2.896185517E-1
5.381620165E1,-8.428898454E-2,-1.731053460E-3,3.183806837E-1
5.382616899E1,1.532648057E-1,3.981423005E-2,2.917490900E-1
5.383612029E1,-1.641837656E-1,2.703106403E-2,2.661827505E-1
5.384608602E1,-2.792322338E-1,2.809632942E-2,2.555301189E-1
5.385607232E1,-4.378233552E-1,-1.557948068E-2,2.832269669E-1
5.386604014E1,-3.335606754E-1,-2.410159074E-2,2.438122183E-1
5.387599800E1,4.013380706E-1,7.496792823E-2,1.853558719E-1
5.388596477E1,3.949464858E-1,6.751108170E-2,1.917474568E-1
5.389593462E1,-1.504684892E-2,3.342264518E-2,2.310290486E-1
5.390590165E1,-4.442149401E-1,-2.623211779E-2,2.045306265E-1
5.391587279E1,-3.635212034E-2,4.514054582E-2,1.629853398E-1
5.392584024E1,2.202432603E-1,1.005342528E-1,1.938779801E-1
5.393579003E1,-3.175817132E-1,1.105211023E-2,2.512690723E-1
5.394575571E1,2.916159332E-1,1.005342528E-1,2.853575051E-1
5.395573920E1,7.443529367E-2,6.644582003E-2,2.438122183E-1
5.396570665E1,-1.206810594E0,3.994738800E-4,1.672463864E-1
5.397566441E1,-1.575258613E0,-9.427583218E-2,1.427453309E-1
5.398563087E1,-1.021454692E0,-1.304948032E-1,1.331579536E-1
5.399565295E1,1.051015735E0,1.186437383E-1,2.045306265E-1
5.400562503E1,6.697844863E-1,9.733846784E-2,7.563371956E-2
5.401553071E1,-1.020389438E0,3.994738800E-4,1.278316416E-2
5.402549602E1,-4.165180922E-1,7.856319658E-3,5.219791830E-2
5.403546227E1,4.215780795E-1,1.133174226E-1,2.130527282E-3
5.404542769E1,-4.218443930E-1,1.850895584E-2,-3.089264594E-2
5.405541191E1,-5.368928909E-1,-3.861580743E-3,-2.556632832E-2
5.406537920E1,-1.331579551E-4,5.153212696E-2,5.326318089E-3
5.407532920E1,9.977525473E-1,2.667153776E-1,-9.267793596E-2
5.408529472E1,3.310306668E-1,1.399490088E-1,-1.225053221E-1
5.409526618E1,-2.643185556E-1,7.709845901E-2,-1.129179448E-1
5.410523227E1,-1.185105834E-2,6.751108170E-2,-9.587372839E-2
5.411518602E1,6.165213138E-2,2.490053698E-2,-9.906952083E-2
5.412515087E1,-1.391101122E0,-1.326253265E-1,-1.874863952E-1
5.413514290E1,-1.142894745E0,-1.283642650E-1,-1.225053221E-1
5.414511050E1,6.868287325E-1,1.090563685E-1,3.089264594E-2
5.415506358E1,2.873548567E-1,3.342264518E-2,1.502021700E-1
5.416502967E1,-7.243793011E-1,-8.122635074E-3,9.480846673E-2
5.417500613E1,8.388951421E-3,1.058605760E-1,7.989477366E-2
5.418497332E1,4.950812757E-1,1.665806025E-1,1.012000442E-1
5.419493378E1,-1.929458827E-1,6.325002760E-2,6.711161137E-2
5.420490024E1,-2.696448565E-1,2.383527346E-2,3.195790946E-2
5.421487123E1,4.162517786E-1,1.101216301E-1,3.408843651E-2
5.422483816E1,1.159805804E-1,1.015995219E-1,6.391582079E-3
5.423480430E1,-1.034637317E-1,1.165132076E-1,-3.621896356E-2
5.424477113E1,8.189214021E-2,1.527321786E-1,-5.752423778E-2
5.425473358E1,2.543316968E-2,9.307741374E-2,-5.326318368E-2
5.426469993E1,2.767022252E-1,9.414267540E-2,-1.470063776E-1
5.427467295E1,6.527402997E-1,1.410142779E-1,-1.885516644E-1
5.428463998E1,7.942872047E-1,2.038648278E-1,-2.013348341E-1
5.429460915E1,5.355613232E-1,1.729721874E-1,-2.247706354E-1
5.430457639E1,1.347025871E0,2.784332931E-1,-2.130527347E-1
5.431454186E1,1.439703822E0,2.102564126E-1,-1.299621612E-1
5.432450889E1,6.932203174E-1,8.135951310E-2,-3.089264594E-2
5.433447186E1,-1.047021031E0,-6.338318437E-2,-1.012000442E-1
5.434443852E1,-1.743570209E0,-1.571263820E-1,-1.470063776E-1
5.435440524E1,8.166577220E-1,1.154479459E-1,-7.669898123E-2
5.436437191E1,1.261804819E0,1.442100704E-1,1.065263641E-3
5.437434842E1,-2.941459119E-1,-4.926844500E-3,1.491369121E-2
5.438431608E1,-4.431496859E-1,-1.557948068E-2,1.065263618E-2
5.439426811E1,4.801675975E-1,1.452753246E-1,1.384842768E-2
5.440423415E1,-5.294360518E-1,3.022685647E-2,2.982738242E-2
5.441420722E1,-4.772381186E-1,4.194475710E-2,5.539371073E-2
5.442417399E1,7.271755934E-1,1.985385120E-1,9.054741263E-2
5.443413878E1,-5.446160212E-2,8.135951310E-2,1.033305749E-1
5.444410529E1,-3.346259296E-1,5.472791940E-2,8.841688186E-2
5.445407477E1,8.337019682E-1,1.868206114E-1,7.776424289E-2
5.446404160E1,3.107906580E-1,6.857634336E-2,9.587372839E-2
5.447401446E1,-8.543414474E-1,-3.155843541E-2,1.384842768E-2
5.448398186E1,-1.727058738E-1,2.277000993E-2,-2.876211889E-2
5.449394774E1,6.090644598E-1,1.282311082E-1,-1.704421826E-2
5.450391498E1,-3.728422821E-1,3.994738800E-4,-3.728422895E-2
5.451388076E1,-6.298371404E-2,4.727107286E-2,-1.065263674E-1
5.452384790E1,2.735064328E-1,6.325002760E-2,-1.288969070E-1
5.453383217E1,-2.280995846E-1,-4.860265180E-2,-1.448758543E-1
5.454380097E1,-8.215846121E-2,-4.114580899E-2,-2.173137814E-1
5.455374811E1,4.886896908E-1,4.194475710E-2,-2.897517085E-1
5.456371467E1,-5.978792161E-2,-7.084003091E-2,-3.046653867E-1
5.457368373E1,-5.901560783E-1,-1.709748209E-1,-3.089264631E-1
5.458365061E1,-9.281109273E-2,-1.081242561E-1,-2.812296152E-1
5.459361436E1,5.472791791E-1,-1.771000773E-2,-2.311622053E-1
5.460358087E1,-5.933518410E-1,-1.699095517E-1,-2.269011587E-1
5.461354415E1,-3.516701460E-1,-1.475390196E-1,-2.109221965E-1
5.462351035E1,3.938812315E-1,-2.516685426E-2,-1.938779801E-1
5.463347436E1,-4.814991653E-1,-1.262337416E-1,-1.842906028E-1
5.464344029E1,-3.930822909E-1,-9.427583218E-2,-1.778990328E-1
5.465341082E1,8.912261724E-1,7.177213579E-2,-9.267793596E-2
5.466337722E1,2.894853950E-1,-9.187898599E-3,-6.817687303E-2
5.467334576E1,-4.218443930E-1,-8.362319320E-2,-2.876211889E-2
5.468331243E1,5.099949837E-1,6.751108170E-2,2.769685537E-2
5.469326873E1,4.695149362E-1,7.603318989E-2,9.054741263E-2
5.470323430E1,-2.037316747E-2,1.318263728E-2,1.565937549E-1
5.471321582E1,4.173170328E-1,8.349003643E-2,2.055958807E-1
5.472318300E1,-3.315633163E-2,7.856319658E-3,2.491385341E-1
5.473313571E1,-4.538023174E-1,-6.018739566E-2,2.448774725E-1
5.474310139E1,7.591335177E-1,9.094688296E-2,2.810964286E-1
5.475308160E1,6.165213585E-1,4.620581120E-2,3.215764761E-1
5.476304878E1,-1.459144831E0,-8.255793154E-2,2.427469492E-1
5.477301649E1,-1.751027107E0,-1.976063997E-1,2.151832581E-1
5.478298373E1,1.326785922E0,1.633848101E-1,2.608564198E-1
5.479292649E1,1.286305904E0,1.271658540E-1,2.448774725E-1
5.480289123E1,-1.045955777E0,-3.049317189E-2,2.034653574E-1
5.481286779E1,-2.366216928E-1,2.490053698E-2,1.406148076E-1
5.482283373E1,1.491901755E0,2.091911435E-1,1.352884769E-1
5.483279170E1,4.162517786E-1,7.816372067E-2,1.406148076E-1
5.484275680E1,-1.104545236E0,-8.149266988E-2,9.480846673E-2
5.485275290E1,-1.492700726E-1,-3.795001656E-2,2.450106293E-2
5.486272113E1,6.314350367E-1,6.431528926E-2,1.384842768E-2
5.487269092E1,-2.249037921E-1,-2.516685426E-2,-6.178529188E-2
5.488265930E1,-3.282343447E-1,-4.647212476E-2,-1.970737725E-1
5.489262941E1,6.921550632E-1,9.946899116E-2,-2.332927436E-1
5.490259800E1,1.521995366E-1,1.424790081E-2,-2.673811615E-1
5.491255998E1,2.053295672E-1,1.318263728E-2,-3.174485564E-1
5.492252785E1,6.506097913E-1,4.727107286E-2,-3.163833022E-1
5.493248295E1,3.800328076E-1,-1.344895363E-2,-3.217096329E-1
5.494244951E1,-1.396826953E-1,-5.699160323E-2,-3.620564938E-1
5.495240305E1,-7.044056058E-2,-5.379581451E-2,-3.663175404E-1
5.496236832E1,1.478053257E-2,-4.647212476E-2,-3.577954173E-1
5.497234644E1,-3.856254518E-1,-9.960214794E-2,-3.386206925E-1
5.498231300E1,1.777658761E-1,-1.731053460E-3,-3.343596160E-1
5.499228712E1,1.745700836E-1,-1.984053478E-2,-3.556649089E-1
5.500225441E1,-7.914909124E-1,-1.667137593E-1,-3.918838501E-1
5.501221332E1,-2.398174703E-1,-1.166463718E-1,-4.121238589E-1
5.502217977E1,4.322307110E-1,-4.221107066E-2,-4.014712274E-1
5.503214384E1,-8.961530030E-2,-1.294295341E-1,-3.876228034E-1
5.504211003E1,7.123950869E-2,-1.006674170E-1,-3.545996249E-1
5.505207082E1,7.964177132E-1,1.105211023E-2,-2.780338228E-1
5.506203644E1,3.906854391E-1,-2.303632535E-2,-2.247706354E-1
5.507202316E1,3.960117698E-1,-3.368896246E-2,-1.299621612E-1
5.508199092E1,1.745700836E-1,-7.723161578E-2,-2.130527236E-2
5.509193415E1,-8.170571923E-1,-1.315600574E-1,6.285055727E-2
5.510189941E1,-1.414536953E0,-2.242379934E-1,1.587242782E-1
5.511187456E1,-1.599759698E0,-3.083938360E-1,1.416800618E-1
5.512184082E1,3.693801761E-1,-5.179844424E-2,9.587372839E-2
5.513181248E1,1.844370842E0,1.495363861E-1,1.107874215E-1
5.514177925E1,-5.422192216E-1,-9.321057051E-2,1.118526831E-1
5.515173363E1,-1.434643865E0,-2.423474789E-1,2.331595868E-1
5.516169915E1,8.550072312E-1,1.531316526E-2,2.024000883E-1
5.517167967E1,5.259739161E-1,-9.001477808E-2,2.885532975E-1
5.518164670E1,-9.777788520E-1,-2.125200927E-1,3.226417303E-1
5.519164608E1,-2.707101107E-1,-1.379516423E-1,3.013364673E-1
5.520161634E1,3.853591084E-1,-2.197106183E-2,3.055975139E-1
5.521157227E1,-1.854890287E-1,-9.853688627E-2,3.428817391E-1
5.522154113E1,-2.621880174E-1,-1.315600574E-1,3.844270110E-1
5.523147253E1,5.920202732E-1,4.301001877E-2,3.407512009E-1
5.524143758E1,9.893636405E-2,-4.753739014E-2,3.471427858E-1
5.525142524E1,3.512706757E-1,-2.729738131E-2,3.791007102E-1
5.526139258E1,8.390282989E-1,4.514054582E-2,3.641870022E-1
5.527133326E1,3.715106845E-2,8.921583183E-3,4.206459820E-1
5.528129790E1,-1.170591593E0,-9.001477808E-2,4.536691606E-1
5.529126555E1,-6.402234435E-1,-8.362319320E-2,5.644565821E-1
5.530123045E1,7.506113648E-1,1.495363861E-1,6.113281846E-1
5.531124582E1,2.223737910E-2,9.414267540E-2,5.846965909E-1
5.532121582E1,-6.530066133E-1,5.153212696E-2,5.601955056E-1
5.533116144E1,7.932219505E-1,2.645848691E-1,5.559344888E-1
5.534112904E1,4.045338631E-1,1.761679798E-1,5.623260736E-1
5.535109753E1,-3.717769980E-1,1.207742617E-1,4.984102249E-1
5.536106519E1,-6.977477074E-1,5.792371184E-2,4.824312627E-1
5.537102264E1,-1.439437568E-1,1.239700541E-1,4.547344148E-1
5.538098930E1,1.319595277E-1,1.719069183E-1,4.131891429E-1
5.539098363E1,2.490053773E-1,2.081258893E-1,3.428817391E-1
5.540095305E1,1.234374270E-1,1.846900880E-1,2.789659202E-1
5.541087847E1,3.310306668E-1,2.049300969E-1,2.651174963E-1
5.542084342E1,2.287653685E-1,1.996037811E-1,2.182458937E-1
5.543080706E1,-3.154512048E-1,1.665806025E-1,1.736379713E-1
5.544077191E1,-5.283707380E-1,1.804290265E-1,2.055958807E-1
5.545077628E1,-5.464802384E-1,1.953427196E-1,1.970737725E-1
5.546074508E1,-3.578619957E0,-2.604569495E-1,5.006739125E-2
5.547070087E1,-1.247690022E-1,1.271658540E-1,2.342248410E-1
5.548066837E1,4.060651779E0,6.159886718E-1,3.077280223E-1
5.549064602E1,1.039297819E0,1.271658540E-1,3.641870022E-1
5.550061456E1,-1.630652308E0,-5.992108025E-3,-1.182442605E-1
5.551055425E1,-2.110553533E-1,-3.861580743E-3,-2.173137814E-1
5.552051988E1,1.619733334E0,2.155827284E-1,-4.302333593E-1
5.553051660E1,-6.135918498E-1,3.022685647E-2,-6.017407775E-1
5.554048529E1,-2.106692076E0,-2.306295782E-1,-3.972101808E-1
5.555047467E1,1.241697907E0,1.197090000E-1,-2.535327375E-1
5.556044545E1,1.310806870E0,6.644582003E-2,-3.759049177E-1
5.557045061E1,-1.644500732E0,-6.444845349E-2,-5.857618451E-1
5.558042493E1,-1.756353378E0,-1.837579757E-1,-6.997450590E-1
5.559029915E1,1.448225975E0,1.399490088E-1,-7.285071611E-1
5.560026326E1,7.250450850E-1,1.464737463E-3,-8.371640444E-1
5.561021535E1,-1.576323867E0,-1.251684725E-1,-8.732498884E-1
5.562017826E1,-4.399538934E-1,2.063948289E-2,-7.636608481E-1
5.563016055E1,1.760348201E0,2.230395675E-1,-6.837661266E-1
5.564012540E1,1.639174372E-1,3.295659423E-1,-1.113999486E0
5.565011644E1,-1.944905043E0,5.105276108E-1,-1.759416103E0
5.566008394E1,-1.153547406E0,2.166479975E-1,-1.402552724E0
5.567003613E1,-2.003361464E0,-4.426170290E-1,-6.091976166E-1
5.568000207E1,-1.133307338E0,-5.757750273E-1,3.728422895E-2
5.568998608E1,2.828541279E0,1.531316526E-2,1.065263674E-1
5.569995384E1,8.976177573E-1,8.921583183E-3,-3.067959249E-1
5.570990983E1,-6.647245288E-1,1.452753246E-1,-7.828356028E-1
5.571987639E1,3.502054140E-2,2.006690353E-1,-9.744499326E-1
5.572983008E1,7.676556110E-1,9.946899116E-2,-7.444861531E-1
5.573979535E1,-1.087501049E0,-2.593916953E-1,-5.484775901E-1
5.574977805E1,-5.420993328E0,-8.866988420E-1,-4.557996690E-1
5.575974503E1,2.484461069E0,-1.113200486E-1,-4.898881316E-1
5.576971332E1,4.476104736E0,-5.805686861E-2,-1.355814338E0
5.577968045E1,1.789110303E0,1.424790081E-2,-1.993640900E0
5.578962982E1,8.070703745E-1,-2.263685167E-1,-1.640106559E0
5.579959514E1,1.259674311E0,-4.767054915E-1,-1.838245511E0
5.580957920E1,2.208691120E0,-4.298338890E-1,-2.069274664E0
5.581954644E1,1.318263769E0,-6.864292622E-1,-1.659281254E0
5.582951305E1,-2.820285559E0,-1.030509472E0,-4.813660085E-1
5.583948019E1,-3.066228151E0,-9.847030640E-1,-4.451470375E-1
5.584941519E1,2.641054869E0,-4.860265180E-2,-8.265114427E-1
5.585937910E1,2.333193779E0,-8.788424730E-2,-6.688523889E-1
5.586936972E1,-6.338318586E-1,-3.542001545E-1,-6.070671082E-1
5.587933628E1,-2.327201605E0,-6.651239991E-1,-4.941491783E-1
5.588929774E1,7.443529367E-2,-5.757750273E-1,-2.343579978E-1
5.589926378E1,1.648495436E0,-3.840275407E-1,-6.924213469E-2
5.590923706E1,6.207823753E-1,-3.829622865E-1,1.022653133E-1
5.591920384E1,5.952160433E-2,-3.211769760E-1,3.375554085E-1
5.592914972E1,1.150085211E0,-1.571263820E-1,8.072035313E-1
5.593911436E1,1.040363073E0,-1.880190372E-1,1.150218368E0
5.594910316E1,-2.344911546E-1,-3.414169848E-1,1.351420045E0
5.595907019E1,-8.989493847E-1,-4.095938802E-1,1.487773776E0
5.596903842E1,1.745700836E-1,-2.966759205E-1,1.650759220E0
5.597900561E1,1.777658761E-1,-2.391516864E-1,1.829590321E0
5.598896071E1,-2.035985142E-1,-2.114548385E-1,1.970205069E0
5.599892665E1,3.874896467E-1,-1.368863732E-1,2.196041107E0
5.600890175E1,4.929507375E-1,-1.187768951E-1,2.368480444E0
5.601886863E1,3.225085735E-1,-4.926844500E-3,2.429200649E0
5.602884587E1,8.486156464E-1,2.773680091E-1,2.359026432E0
5.603881373E1,2.298306376E-1,3.487406969E-1,2.236521006E0
5.604876753E1,-1.759549260E0,2.241048366E-1,1.958487153E0
5.605873399E1,-2.059820414E0,-8.122635074E-3,1.790308714E0
5.606869649E1,1.309741616E0,2.571280003E-1,1.773264527E0
5.607866253E1,1.672996521E0,3.625891209E-1,1.701891780E0
5.608862920E1,-1.094957829E0,4.041343927E-1,1.498426437E0
5.609859529E1,-2.588057995E0,2.699111700E-1,1.213068962E0
5.610856706E1,-7.712509036E-1,2.464753687E-1,1.154479504E0
5.611853373E1,7.474156022E-1,2.816290855E-1,1.073519468E0
5.612848602E1,-3.079943359E-1,1.207742617E-1,9.456877708E-1
5.613845123E1,-3.506048918E-1,2.496711612E-1,7.933551073E-1
5.614841258E1,3.331612051E-1,4.179828167E-1,6.827008128E-1
5.615837738E1,3.139864504E-1,4.211786091E-1,7.135934830E-1
5.616836764E1,3.299654126E-1,5.456812978E-1,8.125298619E-1
5.617833498E1,-1.556616426E-1,6.287718415E-1,7.242461443E-1
5.618830514E1,-8.064045906E-1,5.254412889E-1,6.709829569E-1
5.619827279E1,2.234390527E-1,5.882918239E-1,6.400902867E-1
5.620822008E1,8.081356287E-1,6.170539856E-1,5.655218363E-1
5.621818566E1,-1.109205782E-1,5.520728827E-1,4.398207366E-1
5.622817019E1,-7.904255986E-1,5.712476373E-1,1.235705838E-1
5.623813769E1,-9.281109273E-2,6.415550113E-1,-8.309056610E-2
5.624810738E1,-3.848264739E-2,5.850960612E-1,-2.663159072E-1
5.625807508E1,-6.530066133E-1,5.030707717E-1,-4.398207366E-1
5.626806165E1,-1.205079481E-1,5.371592045E-1,-6.496776342E-1
5.627803123E1,1.861548275E-1,4.808333814E-1,-7.892271876E-1
5.628797076E1,-3.388870060E-1,3.434143662E-1,-9.637972713E-1
5.629793727E1,-5.273054838E-1,2.390185297E-1,-1.044757366E0
5.630790061E1,-1.663142890E-1,2.134522051E-1,-1.136369944E0
5.631786680E1,-3.026680350E-1,1.868206114E-1,-1.198155284E0
5.632791821E1,-2.792322338E-1,2.336922139E-1,-1.206677437E0
5.633789305E1,-6.615287066E-1,1.761679798E-1,-1.210938454E0
5.634778524E1,-1.073652625E0,1.324921697E-1,-1.176849961E0
5.635775170E1,-3.271690905E-1,2.262353599E-1,-1.261005878E0
5.636770134E1,2.628538013E-1,2.454101145E-1,-1.306812167E0
5.637766608E1,-4.807002097E-2,1.708416492E-1,-1.249287963E0
5.638763816E1,-1.717737690E-2,1.868206114E-1,-1.265266895E0
5.639760363E1,-4.037349224E-1,9.840372950E-2,-1.173654199E0
5.640756634E1,-2.707101107E-1,1.047953144E-1,-1.094824672E0
5.641753149E1,1.553953290E-1,1.303616315E-1,-1.040496230E0
5.642749102E1,3.725759685E-1,2.113216817E-1,-9.456877708E-1
5.643745561E1,4.460791498E-2,1.655153334E-1,-9.382309318E-1
5.644742451E1,5.323655009E-1,1.974732429E-1,-9.339699149E-1
5.645738951E1,6.452834606E-1,1.229047924E-1,-9.616667628E-1
5.646736962E1,2.553969622E-1,-7.057371549E-3,-9.510141015E-1
5.647733613E1,-1.109205782E-1,-1.241032109E-1,-9.797762632E-1
5.648730358E1,6.048034430E-1,-7.829687744E-2,-1.004277349E0
5.649727014E1,2.127864063E-1,-1.677790284E-1,-9.829720259E-1
5.650722503E1,-7.392929792E-1,-1.976063997E-1,-9.914941192E-1
5.651719045E1,-3.047985733E-1,-1.390169114E-1,-1.050083637E0
5.652715920E1,5.302349925E-1,-1.219726875E-1,-1.033039451E0
5.653712498E1,-1.737711281E-1,-2.231727391E-1,-1.030908942E0
5.654709972E1,-2.962764502E-1,-2.327601016E-1,-1.019191027E0
5.655706639E1,1.904158741E-1,-2.167811543E-1,-9.893636107E-1
5.656702602E1,6.868287325E-1,-1.368863732E-1,-9.105340838E-1
5.657699196E1,3.320959508E-1,-1.784316599E-1,-8.243808746E-1
5.658697748E1,7.261103392E-1,-1.315600574E-1,-7.072018981E-1
5.659694535E1,3.129211962E-1,-2.157158852E-1,-5.996102691E-1
5.660689993E1,-2.813627720E-1,-2.849580348E-1,-5.452818274E-1
5.661686644E1,-1.567269117E-1,-2.444780022E-1,-5.399554968E-1
5.662682764E1,6.804371625E-2,-2.391516864E-1,-4.430165291E-1
5.663679363E1,-2.685796022E-1,-2.838927507E-1,-3.290333152E-1
5.664676722E1,2.138516754E-1,-1.858884990E-1,-2.567285299E-1
5.665673399E1,6.676539779E-1,-1.358211190E-1,-1.193095297E-1
5.666670644E1,1.404816359E-1,-2.263685167E-1,5.113265663E-2
5.667667373E1,-1.535311192E-1,-2.806969583E-1,1.320926845E-1
5.668662660E1,6.367613673E-1,-1.837579757E-1,2.225069404E-1
5.669659243E1,6.037381887E-1,-1.603221744E-1,2.789659202E-1
5.670657248E1,5.227781534E-1,-1.400821656E-1,3.673827946E-1
5.671653977E1,5.973466039E-1,-9.108003974E-2,3.844270110E-1
5.672650774E1,2.735064328E-1,-2.410159074E-2,3.577954173E-1
5.673647508E1,-3.154512048E-1,-2.516685426E-2,4.440817833E-1
5.674643264E1,-1.294162154E0,-2.253032625E-1,6.858966351E-1
5.675639899E1,-1.036368370E0,-3.339601457E-1,7.603319287E-1
5.676637582E1,6.314350367E-1,-2.050632536E-1,6.954839826E-1
5.677634321E1,2.671148479E-1,-1.805621833E-1,5.239765644E-1
5.678630858E1,-9.174583107E-2,-1.155811027E-1,1.896169335E-1
5.679627576E1,3.406180441E-1,-9.321057051E-2,1.065263674E-1
5.680623217E1,1.850895584E-1,-1.390169114E-1,6.285055727E-2
5.681619821E1,2.745717168E-1,-1.326253265E-1,3.515370190E-2
5.682617368E1,6.250434518E-1,-1.347558498E-1,8.841688186E-2
5.683614066E1,-1.331579551E-4,-1.560611278E-1,6.498108059E-2
5.684610113E1,-2.589922249E-1,-1.592569202E-1,6.391582079E-3
5.685606748E1,4.311654568E-1,-1.209074259E-1,6.391582079E-3
5.686605493E1,3.075948656E-1,-1.571263820E-1,-2.556632832E-2
5.687602337E1,6.058686972E-1,-6.870950758E-2,-9.800425172E-2
5.688599847E1,8.613988161E-1,-5.592634156E-2,-1.278316416E-2
5.689596758E1,-3.250385821E-1,-1.358211190E-1,3.941475600E-2
5.690592535E1,-1.086435795E0,-1.794969290E-1,8.202529699E-2
5.691589326E1,-5.134570599E-1,-1.986716688E-1,1.491369158E-1
5.692585608E1,5.589970946E-1,-5.073318258E-2,1.938779801E-1
5.693582347E1,2.191779912E-1,-4.860265180E-2,2.874880135E-1
5.694579425E1,-1.748363972E-1,-7.403582335E-2,3.705785871E-1
5.695576201E1,6.016076207E-1,2.277000993E-2,3.950796425E-1
5.696572686E1,1.045689464E0,6.964161247E-2,4.387554526E-1
5.697569430E1,2.543316968E-2,5.259739235E-2,5.293028951E-1
5.698565727E1,-8.745814562E-1,-1.451421715E-2,5.516734123E-1
5.699562425E1,5.845634341E-1,1.026647836E-1,5.538039207E-1
5.700557472E1,1.225718975E0,1.324921697E-1,5.996102691E-1
5.701554003E1,1.478053257E-2,6.325002760E-2,6.241113544E-1
5.702550352E1,-3.930822909E-1,3.129211813E-2,6.006755233E-1
5.703546863E1,1.511342824E-1,3.342264518E-2,5.293028951E-1
5.704543332E1,1.756353378E-1,3.022685647E-2,4.174501896E-1
5.705539837E1,-2.717753947E-1,-1.984053478E-2,3.407512009E-1
5.706538769E1,-2.889527567E-2,-1.238369010E-2,2.928143442E-1
5.707535519E1,4.173170328E-1,3.874896467E-2,2.512690723E-1
5.708531321E1,2.628538013E-1,3.342264518E-2,2.480732650E-1
5.709527972E1,5.526055023E-2,3.342264518E-2,2.406164259E-1
5.710523873E1,2.948117256E-1,6.538055837E-2,2.480732650E-1
5.711520451E1,1.234374270E-1,3.555317223E-2,2.704437971E-1
5.712518003E1,-1.013332009E-1,-1.131842658E-2,3.162501454E-1
5.713514680E1,-3.399522603E-1,-6.444845349E-2,2.864227593E-1
5.714511399E1,2.436790615E-1,4.194475710E-2,1.821600795E-1
5.715508076E1,-1.705753356E-1,-9.187898599E-3,1.278316379E-1
5.716503326E1,-4.559328258E-1,-6.870950758E-2,1.555284858E-1
5.717499858E1,-2.802974880E-1,-7.616634667E-2,1.544632316E-1
5.718498269E1,7.123950869E-2,2.530001104E-3,1.459411234E-1
5.719494993E1,-8.428898454E-2,7.856319658E-3,1.203747913E-1
5.720491055E1,-2.889527567E-2,1.957421936E-2,1.267663687E-1
5.721487706E1,1.904158667E-2,3.448791057E-2,1.203747913E-1
5.722484118E1,-1.993374527E-1,4.087949172E-2,1.235705838E-1
5.723480748E1,-2.195774615E-1,1.850895584E-2,2.013348341E-1
5.724478326E1,6.804371625E-2,1.211737376E-2,2.821617126E-1
5.725475050E1,-4.996086359E-1,-2.942790836E-2,2.544648647E-1
5.726472342E1,-2.579269707E-1,3.768370301E-2,2.225069404E-1
5.727469123E1,2.191779912E-1,9.733846784E-2,2.374206334E-1
5.728464008E1,-4.207791388E-1,9.986846708E-3,2.896185517E-1
5.729460597E1,-8.468846083E-1,-8.894951642E-2,2.672480047E-1
5.730458003E1,7.932219505E-1,1.197090000E-1,1.502021700E-1
5.731454675E1,8.337019682E-1,1.175784767E-1,1.778990328E-1
5.732451795E1,-8.032087684E-1,6.791055668E-3,2.257027328E-1
5.733448509E1,-6.625939608E-1,-3.475422785E-2,2.683132887E-1
5.734444613E1,1.013731480E0,1.751027107E-1,3.055975139E-1
5.735441264E1,3.704454303E-1,1.399490088E-1,3.013364673E-1
5.736439248E1,-1.102414727E0,3.129211813E-2,2.789659202E-1
5.737436035E1,-3.984085917E-1,1.637842879E-2,2.320943177E-1
5.738432415E1,9.093356729E-1,1.793637723E-1,1.331579536E-1
5.739429154E1,1.031974182E-1,9.414267540E-2,7.989477366E-2
5.740424186E1,-3.741738573E-2,7.709845901E-2,7.776424289E-2
5.741420758E1,6.985466480E-1,1.431448013E-1,4.580633715E-2
5.742419154E1,4.098601937E-1,8.242477477E-2,-1.704421826E-2
5.743415904E1,-9.068056941E-2,3.768370301E-2,-3.515370190E-2
5.744412248E1,1.234374270E-1,5.472791940E-2,-2.556632832E-2
5.745408962E1,3.981422782E-1,1.047953144E-1,-3.621896356E-2
5.746404430E1,2.170474678E-1,9.946899116E-2,-1.065263641E-3
5.747401014E1,4.993423447E-2,8.562056720E-2,5.219791830E-2
5.748399300E1,-1.290300637E-1,4.514054582E-2,9.480846673E-2
5.749396050E1,-5.446160212E-2,4.514054582E-2,9.480846673E-2
5.750392488E1,8.508793265E-2,6.218476593E-2,9.906952083E-2
5.751389212E1,-1.002679393E-1,3.129211813E-2,9.161267430E-2
5.752384884E1,-1.930790395E-2,6.431528926E-2,3.728422895E-2
5.753381498E1,2.330264151E-1,1.356879622E-1,8.522109129E-3
5.754378733E1,-2.037316747E-2,1.058605760E-1,3.089264594E-2
5.755375410E1,-2.334259003E-1,5.898897350E-2,4.261054471E-2
5.756372399E1,1.777658761E-1,8.775109053E-2,4.793686420E-2
5.757369102E1,2.021337748E-1,1.069258377E-1,2.343579940E-2
5.758365587E1,-2.238385230E-1,5.898897350E-2,4.261054564E-3
5.759362269E1,-9.813741595E-2,3.768370301E-2,1.491369121E-2
5.760358852E1,1.617869139E-1,4.194475710E-2,-0.000000000E0
