"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
4.098205205E0,-1.255633712E0,-1.064207911E0,3.926562119E1
4.108172080E0,1.176969647E0,2.553141832E0,2.963151932E1
4.118138590E0,4.150650024E0,9.187541962E0,4.470989227E0
4.128105465E0,-1.509272933E0,7.135696411E0,6.424728632E-1
4.138076455E0,-2.905185699E0,2.277967215E0,8.064410210E0
4.148043746E0,-2.646461725E0,5.057529926E0,-1.435693622E0
4.158020986E0,-1.435095429E0,9.244969368E0,2.617149651E-1
4.167989267E0,-2.091027975E0,1.937887192E0,2.165893364E1
4.177945413E0,-1.901994944E0,1.021137118E0,2.924358368E1
4.187912444E0,2.608774900E0,7.612166882E0,3.345465183E0
4.197879111E0,1.389930844E0,7.664809227E0,3.448655605E0
4.207846090E0,-1.238883972E0,5.114957333E0,3.309572935E0
4.217816090E0,-1.758425593E0,7.748558044E0,-1.167817116E1
4.227783382E0,4.181457460E-1,-6.622136831E-1,1.787588120E1
4.237748955E0,-5.443671346E-1,-7.411768436E-1,4.521298218E1
4.247716090E0,2.228017092E0,1.063609695E1,-6.767500877E0
4.257684788E0,2.232802629E0,6.711867332E0,-1.133898854E0
4.267652027E0,2.982055247E-1,-2.021935225E0,2.638744926E1
4.277625048E0,-6.065805554E-1,8.826225281E0,-1.363879013E1
4.287592861E0,-2.333002090E-1,1.473500156E1,-2.424288177E1
4.297552861E0,-2.213061810E0,-1.141077280E0,1.344676590E1
4.307519840E0,-1.413560033E0,-4.957330227E0,3.544458389E1
4.317489892E0,1.828116536E0,4.983352184E0,1.391605854E1
4.327457184E0,4.176970959E0,9.891630173E0,1.017129040E1
4.337430934E0,-2.524427772E-1,5.807081223E0,8.931210518E0
4.347398850E0,-2.447857618E0,6.158826351E0,-6.111567974E0
4.357361923E0,-4.582255483E-1,6.436692715E0,1.458156204E1
4.367329371E0,1.283151209E-1,1.054277611E1,-1.618146300E-1
4.377282965E0,-4.606183469E-1,1.021944618E1,-1.170688438E1
4.387249007E0,-8.605188727E-1,-6.846463680E0,3.157090187E1
4.397234996E0,7.328019291E-2,-1.502393484E0,3.143660545E1
4.407203069E0,2.187339067E0,1.413649750E1,-2.154467583E1
4.417163955E0,1.318146229E0,5.153242588E0,2.324148560E1
4.427131246E0,-4.558327198E-1,-1.042343426E1,3.301915741E1
4.437097757E0,-2.972184896E0,7.008876801E0,-5.967998981E0
4.447064996E0,-1.293918848E0,7.301100254E0,-7.148258686E0
4.457034059E0,-5.483751297E0,4.039981842E0,2.199871445E1
4.467001455E0,-5.646463394E0,3.281157970E0,1.887637973E0
4.476967548E0,-3.747758389E0,9.072686195E0,1.119362450E1
4.486934788E0,-1.983350873E0,6.767201424E0,5.620141983E0
4.496902496E0,-4.664807796E0,1.330558968E1,4.703093052E0
4.506869788E0,-2.831008196E0,1.068873882E1,2.074278116E0
4.516838850E0,-2.294716835E0,1.193420291E0,1.427737427E1
4.526806298E0,-1.660020709E0,5.973083377E-1,1.675544167E1
4.536773486E0,6.167500615E-1,7.396812916E0,4.770092010E0
4.546740882E0,2.484348059E0,7.073482990E0,5.850451589E-1
4.556710673E0,9.927222729E-1,4.265206337E0,1.385384464E1
4.566678330E0,1.854437590E0,3.412763357E0,2.458685112E1
4.576651819E0,1.102792144E0,8.510073662E0,-8.256733894E0
4.586620048E0,1.035793066E0,5.548357487E0,1.459113312E1
4.596574423E0,-1.109372377E0,-1.258325577E0,2.036830521E1
4.606541246E0,6.370890141E-2,8.404789925E0,1.066301584E0
4.616512027E0,1.344467282E0,9.819545746E0,-4.957629204E0
4.626479267E0,1.579262972E0,5.256433010E0,9.589535713E0
4.636443850E0,-1.525424421E-2,4.128516197E0,1.319940805E0
4.646410777E0,-1.537986755E0,4.492524624E0,3.876971006E0
4.656375152E0,-1.037886813E-1,3.525225878E0,1.370997620E1
4.666341819E0,-1.887637973E0,1.863709688E0,1.880967903E1
4.676320882E0,3.918247223E-1,6.180361748E0,2.218086815E1
4.686288798E0,1.617548108E0,7.964210987E0,-4.665405750E0
4.696250517E0,3.750749528E-1,4.262813568E0,3.122633696E-1
4.706217809E0,-3.361915946E-1,5.201398373E0,8.557332158E-1
4.716169059E0,-9.155537486E-1,4.411168575E0,-1.843699837E1
4.726134684E0,-9.370891452E-1,-4.561318159E-1,3.188675499E1
4.736123225E0,-2.301895380E0,-1.905284971E-1,3.437917709E1
4.746091142E0,-2.012064695E0,1.331516075E1,6.244967937E0
4.756038538E0,7.794619799E-1,6.360122681E0,5.229813099E0
4.766004371E0,-4.897210598E0,-9.804590940E-1,1.119362450E1
4.775990934E0,-5.191527843E0,7.873283863E0,-2.841177702E0
4.785958850E0,-4.545166492E0,5.802295685E0,-2.577668190E0
4.795926246E0,-2.335394859E0,1.025922656E0,3.120210838E1
4.805894111E0,2.038984060E0,5.184648514E0,1.613779449E1
4.815860934E0,2.654238462E0,6.668796539E0,-1.814058661E0
4.825828694E0,1.411466241E0,1.926222295E-1,2.073709869E1
4.835777236E0,-2.591426849E0,4.530809879E0,8.198707581E0
4.845743017E0,-2.095813513E0,1.122502995E1,-7.416254520E0
4.855728746E0,6.047859192E-1,3.247658491E0,2.883889580E1
4.865696559E0,-2.715853751E-1,7.839784145E0,1.207478142E1
4.875659840E0,3.738785535E-2,1.222104263E1,-1.851835442E1
4.885627184E0,-1.746461391E0,6.053542137E0,1.129920769E1
4.895587965E0,-1.698305845E0,4.791926384E0,-4.971089065E-1
4.905554632E0,-2.778366089E0,8.845368385E0,-5.446064472E0
4.915544423E0,5.066801906E-1,-2.385943174E0,4.304149628E1
4.925513434E0,2.194517374E0,1.566999674E0,4.037200165E1
4.935492913E0,5.388337612E0,1.216361523E1,-1.640668678E1
4.945462965E0,1.282253861E0,6.913163662E0,-1.292124271E0
4.955394007E0,-1.949851394E0,2.907279432E-1,1.003968525E1
4.965360100E0,-2.670390129E0,4.269991875E0,-1.514716530E1
4.975334059E0,-2.067099571E0,6.774380207E0,-1.198684502E1
4.985300934E0,-3.166003466E0,-2.895913601E0,1.760549164E1
4.995269892E0,-1.856531262E0,-6.487241268E0,4.583541489E1
5.005236975E0,3.058924675E0,5.026422977E0,2.949034309E1
5.015191350E0,5.210371017E-1,1.410539055E1,-3.489931822E0
5.025157132E0,-3.874877214E0,7.604988575E0,3.577867985E0
5.035155725E0,-3.690330744E0,6.643074155E-1,-1.181755304E0
5.045124840E0,-2.732603550E0,1.600499272E0,3.417249918E0
5.055062705E0,-1.971386790E0,3.214159012E0,9.271290779E0
5.065028694E0,-2.227717876E0,5.218147755E0,8.801998138E0
5.075018746E0,-1.657627940E0,2.555534601E0,1.885992813E1
5.084987132E0,-1.475773335E0,2.814258575E0,2.333241272E1
5.094926611E0,-4.255335808E0,6.319444656E0,1.514656734E1
5.104892027E0,-3.918246925E-2,2.972184896E0,2.264746857E1
5.114857757E0,-5.342275620E0,8.991330147E0,-1.228624725E1
5.124823277E0,-5.303990364E0,4.952245712E0,-3.925724745E0
5.134809111E0,-2.026421785E0,-9.960123897E-2,2.738824844E1
5.144776611E0,-4.059124470E0,1.308066368E1,-1.574327755E1
5.154766507E0,-2.225025892E0,1.134467125E1,-1.620539093E1
5.164736298E0,-2.524427891E0,-2.436192513E0,3.441985703E1
5.174681663E0,-3.362514019E0,3.841377735E0,8.490632057E0
5.184648955E0,-4.573880672E0,1.581954861E1,-2.515963364E1
5.194632705E0,-5.276173949E-1,1.253240824E0,3.311277771E1
5.204601663E0,-4.734199524E0,-1.651047587E0,2.422044945E1
5.214567496E0,2.699702263E0,7.806284904E0,-1.007856941E1
5.224536142E0,-4.295116663E-1,4.549952030E0,9.848259926E0
5.234464892E0,-2.627319336E0,3.441477060E0,1.255364513E1
5.244429527E0,-1.921137452E0,4.710570335E0,-4.780261517E0
5.254416455E0,1.401894927E0,1.942672849E0,2.350708961E1
5.264383330E0,1.409073472E0,4.526023865E0,1.343958759E1
5.274333642E0,1.200897813E0,9.759725571E0,1.461416483E0
5.284298798E0,1.619940877E0,5.651248932E0,1.124895859E1
5.294314267E0,3.212065220E0,2.845365286E0,1.025294590E1
5.304284580E0,4.033401489E0,4.415954113E0,-2.046162367E0
5.314249684E0,2.292623281E0,1.528415442E0,4.942375183E0
5.324219423E0,6.981059909E-1,1.744068623E0,4.366901219E-1
5.334151611E0,1.184148073E0,4.325026989E0,2.967399120E0
5.344117496E0,2.766701281E-1,6.687939167E0,1.314018536E1
5.354080100E0,-1.573879123E0,1.155793190E1,1.015932655E1
5.364045673E0,-2.859722137E0,1.014526844E1,-9.879366755E-1
5.374044996E0,-3.816552162E-1,2.979064286E-1,1.872832298E1
5.384013955E0,6.334998012E-1,2.335394859E0,1.106441212E1
5.393958538E0,1.653440475E0,5.495715618E0,-1.344766378E0
5.403925048E0,6.131608039E-2,7.013662338E0,4.904089928E0
5.413909423E0,-8.126623631E-1,6.017649651E0,-1.037079239E1
5.423877705E0,4.325026870E-1,-2.469691992E0,2.719412994E1
5.433830569E0,1.564906001E0,-2.809772015E0,5.327888870E1
5.443797288E0,-5.276173949E-1,7.097411156E0,1.314736366E1
5.453767184E0,-1.243669510E0,7.741379261E0,1.754088593E1
5.463734215E0,-7.217051983E0,8.081459045E0,-5.572884083E0
5.473733590E0,-2.440679073E0,5.888437271E0,-1.816391754E1
5.483703902E0,1.605584025E0,-3.283849955E0,3.101786041E1
5.493644059E0,-6.789634377E-2,9.192327499E0,1.224467182E1
5.503611298E0,-1.818246126E0,1.540289879E1,-1.633729553E1
5.513627392E0,-1.681556106E0,9.753743410E-1,3.434807205E1
5.523599580E0,1.651047587E0,1.088734269E-1,1.477298832E1
5.533579840E0,1.514656782E0,1.022901726E1,-1.515673637E1
5.543552861E0,1.081256747E0,3.992125511E0,1.523031616E1
5.553456298E0,-2.787638307E-1,3.271586657E0,3.594617844E0
5.563422236E0,1.684547186E0,4.765605450E0,-1.126391315E1
5.573385309E0,2.239981174E0,-2.144268274E0,1.601576042E1
5.583350934E0,-1.286142133E-2,-2.228017092E0,1.950868225E1
5.593313330E0,-1.102193952E0,3.297907829E0,1.186421299E1
5.603278642E0,-2.165205479E0,6.518048763E0,1.732523155E1
5.613252705E0,-2.203490496E0,1.219950676E1,4.390829504E-1
5.623218902E0,-1.846959949E0,1.418674660E1,-4.674977303E0
5.633165777E0,-1.772782445E0,4.971388340E0,1.069801140E1
5.643129996E0,1.474576890E-1,-3.128017426E0,1.181396389E1
5.653105413E0,2.781656384E-2,-2.290230274E0,1.372881979E-1
5.663070777E0,1.643869162E0,6.619145870E-1,-3.118745327E0
5.673031975E0,1.203290701E0,-3.647558928E0,1.713619995E1
5.682996871E0,1.050150037E0,-2.824128866E0,3.029463005E1
5.692968173E0,-1.439880967E0,6.695117950E0,1.861346817E1
5.702933694E0,-7.289136052E-1,7.166802883E0,2.822364235E1
5.712918121E0,4.827519655E-1,1.803889155E0,1.598704624E1
5.722885569E0,-2.225025892E0,3.273979664E0,-3.781856298E0
5.732859840E0,-1.736890078E0,2.103291035E0,8.354241371E0
5.742827965E0,-3.709473372E0,7.722237110E0,-1.357418346E1
5.752771507E0,8.703892231E-1,1.475653744E1,-1.676800346E1
5.762737132E0,-3.745365620E0,1.274297714E1,6.774080753E0
5.772712132E0,-1.444666624E0,6.748058796E0,2.350948334E1
5.782678694E0,-1.171585798E0,3.750450373E0,1.965015793E1
5.792663017E0,-3.142075300E0,1.337019539E1,1.194078350E1
5.802631350E0,-3.293122053E0,1.154835987E1,-7.665407181E0
5.812578538E0,-4.276871204E0,9.690931439E-2,1.336780262E1
5.822544736E0,-1.767996788E0,-9.470493317E0,2.186471558E1
5.832531819E0,1.588834286E0,8.015955985E-2,1.791655922E1
5.842500100E0,3.391526937E0,8.287241936E0,2.541177750E0
5.852460361E0,-1.046859939E-2,5.993721485E0,1.882403755E1
5.862427809E0,-3.433700502E-1,2.857329369E0,1.883839417E1
5.872382444E0,6.598208547E-1,7.990531921E0,1.698305845E0
5.882348642E0,6.574280262E-1,7.576274872E0,7.300800800E0
5.892334215E0,-7.767700553E-1,6.791129589E0,-1.861915112E0
5.902302340E0,-3.199502945E0,8.028817177E0,-3.020639420E0
5.912268225E0,-1.557129383E0,3.161516905E0,9.658927917E0
5.922236090E0,-1.636092424E0,1.246062398E0,1.371954727E1
5.932185361E0,6.215356588E-1,2.981756210E0,1.414337635E1
5.942151350E0,3.508476317E-1,5.871687889E0,1.377458286E1
5.952132913E0,1.401894927E0,2.699403048E0,5.730212212E0
5.962100465E0,1.474576890E-1,-2.376372099E0,1.427019596E1
5.972066038E0,-4.031906128E-1,8.916255236E-1,9.934401512E0
5.982033382E0,1.203290701E0,4.679463863E0,4.030410767E0
5.991990361E0,3.556332588E-1,7.980960846E0,1.973390770E1
6.001956663E0,2.436192513E0,1.255633640E1,1.475773335E0
6.011935257E0,2.651845694E0,1.453400517E1,2.482553571E-2
6.021902757E0,6.789634228E-1,7.303493023E0,1.865414619E1
6.031867705E0,-6.906284094E-1,5.196612358E0,-3.343969584E-1
6.041834944E0,2.606382132E0,-2.773879766E0,1.059990501E1
6.051793277E0,9.759725332E-1,-2.311765671E0,2.244407845E1
6.061759632E0,3.590430260E0,3.697808266E0,-1.518305779E1
6.071741194E0,4.332504272E0,2.596212626E-1,8.485846519E0
6.081709059E0,2.709273338E0,2.380858511E-1,2.005933189E1
6.091676559E0,3.580260873E-1,7.487740040E0,5.454738140E0
6.101644371E0,-1.154836059E0,7.913961887E0,1.322632694E1
6.111594215E0,-1.322632670E0,6.079863071E0,7.329514980E0
6.121560205E0,2.431706041E-1,7.236194611E0,-1.323230863E0
6.131545569E0,-8.174480200E-1,7.628916740E0,5.215456009E0
6.141513486E0,-1.856531262E0,5.883651733E0,6.644868374E0
6.151487132E0,-4.425525665E0,4.063910007E0,1.259910870E1
6.161455621E0,-3.254537821E0,4.068696022E0,1.508435440E1
6.171400257E0,-1.796710730E0,7.779963493E0,-4.780261517E0
6.181366350E0,-1.487737536E0,3.671487331E0,-4.085744619E-1
6.191345621E0,-4.923531532E0,-1.179362416E0,1.662383652E1
6.201313017E0,-3.889234066E0,1.698604941E0,2.526431847E1
6.211304215E0,-2.620140791E0,5.912365437E0,-1.459621787E0
6.221274007E0,-1.188634634E0,4.116552353E0,2.597080040E1
6.231232236E0,-1.044766188E0,6.058327675E0,3.927220106E0
6.241200882E0,-1.554736495E0,9.719047546E0,-2.006979942E1
6.251172340E0,-1.459023595E0,-1.086042404E0,7.078268528E0
6.261141246E0,-3.941876173E0,-5.350949764E-1,2.956930542E1
6.271105621E0,-3.711866140E0,4.207778454E0,2.027019882E1
6.281074059E0,-2.093719840E-1,1.698604941E0,4.438685989E1
6.291016194E0,3.460619748E-1,1.921137452E0,1.686790466E1
6.300981975E0,4.758726120E0,8.201100349E0,-1.296371460E1
6.310975465E0,2.558525562E0,5.586642742E0,-4.562514782E0
6.320944059E0,8.201399446E-1,9.563513756E0,-1.141077280E0
6.330913642E0,2.814557552E-1,1.260419369E1,-6.588038921E0
6.340882340E0,-9.610173702E-1,3.740879059E0,2.091177368E1
6.350817080E0,-3.314059377E-1,-1.978864312E0,3.543501282E1
6.360782340E0,2.747558594E0,3.601796389E0,1.382722473E1
6.370775934E0,7.830512047E0,5.605785370E0,8.361419678E0
6.380744059E0,2.105983019E0,1.538285851E0,1.323589802E1
6.390695830E0,9.305089116E-1,5.857330799E0,5.593222752E-2
6.400662288E0,2.419442892E0,9.826724052E0,-8.948558807E0
6.410641142E0,3.137887716E0,1.190967655E1,-1.007139015E1
6.420608850E0,2.232802629E0,9.805189133E0,-1.307617760E1
6.430568746E0,-5.084748268E-1,-1.267896891E0,1.526022673E0
6.440535621E0,4.683950245E-1,-8.445766449E0,4.188725662E1
6.450501194E0,2.405085802E0,-3.963710785E0,4.418586349E1
6.460467965E0,5.175376415E0,7.916354656E0,4.664807796E0
6.470416246E0,4.282255173E0,1.029123116E1,5.916851997E0
6.480381142E0,-4.630111754E-1,3.949054718E0,1.461266899E1
6.490366246E0,1.411466241E0,7.681559086E0,-5.018945336E-1
6.500333173E0,2.443371058E0,6.597012043E0,2.941078186E0
6.510307080E0,-1.123729348E0,2.246860504E0,1.294397449E1
6.520274736E0,-1.686939895E-1,-3.053839803E-1,1.180678558E1
6.530227652E0,4.701298237E0,-2.239981174E0,2.167089653E1
6.540193746E0,3.860819340E0,7.140481949E0,1.167488098E1
6.550177548E0,3.681357622E0,1.153161049E1,-1.123519993E1
6.560145465E0,3.056531906E0,9.970592499E0,-1.749153376E0
6.570110777E0,5.235197067E0,7.552346706E0,-4.684548378E0
6.580078434E0,5.292624474E0,5.557928562E0,-6.698108673E0
6.590052548E0,4.703691006E0,1.018744230E0,1.018804073E1
6.600020830E0,5.760720372E-1,1.193420291E0,2.657409096E1
6.609980882E0,1.617548108E0,8.792427063E0,1.661905098E1
6.619948330E0,4.713262558E0,8.790034294E0,1.999950981E1
6.629911663E0,1.512263894E0,2.615654230E0,1.784955978E1
6.639878642E0,-1.561915040E0,1.110778141E1,-6.358926296E-1
6.649849267E0,-1.578664780E0,9.961021423E0,-1.432612801E1
6.659816611E0,6.167500615E-1,1.332203984E0,1.093519974E1
6.669776142E0,1.212862015E0,1.071386337E0,2.163021851E1
6.679742705E0,1.284646630E0,7.504489899E0,5.634499073E0
6.689717600E0,1.497906923E0,3.003291607E0,7.279265404E0
6.699684996E0,6.622136831E-1,-1.196411322E-3,1.133749294E1
6.709639944E0,-1.121336460E0,3.321835995E0,-5.151448250E0
6.719606038E0,-4.454239368E0,9.299107194E-1,5.859424591E0
6.729582132E0,-4.832604408E0,-2.093719721E0,3.120928574E1
6.739549267E0,-2.816651344E0,3.242872953E0,1.501017666E1
6.749521559E0,-2.438286304E0,8.452646255E0,9.347860336E0
6.759489215E0,-4.645665169E0,9.661619186E0,-1.643869162E0
6.769464632E0,-8.246563911E0,8.067102432E0,-1.567149258E1
6.779433069E0,-7.662416458E0,6.467799664E0,-1.211366463E1
6.789392861E0,-5.615356445E0,9.921240807E-1,-8.515158653E0
6.799360361E0,-5.464608669E0,-9.161520004E0,4.792554474E1
6.809321767E0,-5.280062199E0,1.372882009E0,5.230710220E1
6.819288642E0,-4.202693939E0,1.670309830E1,-2.818116951E1
6.829249267E0,-7.817949772E0,4.992923737E0,-5.424529076E0
6.839215517E0,-5.890830040E0,-1.497697639E1,4.052514267E1
6.849195205E0,-3.733401537E0,-5.393123150E0,1.024098206E1
6.859162809E0,3.269194067E-1,3.824627876E0,-2.589632273E0
6.869119007E0,-2.057528257E0,4.499702930E0,2.395245361E1
6.879085413E0,-4.949852943E0,6.807879448E0,3.218346536E-1
6.889047080E0,-5.313561916E0,1.846959949E0,6.118148327E0
6.899013017E0,-2.107777596E0,1.078564763E0,2.172593307E1
6.908998798E0,-1.971386790E0,1.236939716E1,-2.028515434E1
6.918966715E0,-4.861318111E0,1.683709717E1,-2.224607277E1
6.928931298E0,-6.376573086E0,2.476571500E-1,2.372274208E1
6.938898902E0,-5.162814140E0,-3.858426571E0,4.804997253E1
6.948858121E0,2.312064916E-1,1.202722359E1,9.035896659E-1
6.958824840E0,2.582453728E0,2.310270309E1,-1.423729515E1
6.968808277E0,-4.140480518E0,2.797508717E0,6.290431499E0
6.978776663E0,-1.846959949E0,-1.223330593E1,3.009363365E1
6.988733486E0,2.860021353E0,-3.712464333E0,2.048076630E1
6.998700725E0,5.668596745E0,6.910770893E0,4.727021217E0
7.008658121E0,-1.004088163E0,5.653641701E0,2.131885338E1
7.018624371E0,1.283151209E-1,1.830210209E0,1.720559120E1
7.028605100E0,2.378764868E0,8.191529274E0,-1.499881077E1
7.038572809E0,4.507180691E0,6.903592587E0,-2.005484581E0
7.048543902E0,1.356431365E0,2.342573404E0,2.306411743E1
7.058511871E0,1.411466241E0,8.909974098E0,1.370758343E1
7.068469111E0,3.140280724E0,4.497310162E0,1.118405342E1
7.078436038E0,1.315753341E0,5.327021480E-1,3.299044418E1
7.088409840E0,3.161816120E0,7.267600536E0,-9.894321442E0
7.098377444E0,5.139483929E0,5.869294643E0,2.464607239E0
7.108355361E0,4.682155609E0,-3.427419424E0,2.960759163E1
7.118324007E0,3.554538012E0,8.098209381E0,-5.565705299E0
7.128266455E0,3.235993624E0,9.213862419E0,-8.742775917E0
7.138232444E0,-4.534398913E-1,2.455035925E0,3.310081482E1
7.148212548E0,3.104388237E0,4.427918434E0,1.773470497E1
7.158179944E0,3.906282902E0,8.174779892E0,1.118883896E1
7.168152184E0,2.510669231E0,1.937887192E0,2.031327057E1
7.178120048E0,2.862414122E0,4.298706055E0,-5.017449856E0
7.188071923E0,4.009174347E0,8.733802289E-2,-1.240110207E1
7.198038173E0,4.820939541E0,1.933101535E0,2.438286304E0
7.208018850E0,3.056531906E0,1.184746265E1,-3.047498894E1
7.217986559E0,-2.807080030E0,2.213360965E-1,4.820101929E1
7.227958434E0,2.814557552E-1,-5.977271080E0,7.623951721E1
7.237926559E0,5.098805904E0,1.752174377E1,-1.743859291E1
7.247876871E0,9.743574142E0,1.491924953E1,-5.036831665E1
7.257843173E0,-4.044767380E0,3.051147938E0,-3.178565741E0
7.267810934E0,1.777867198E0,-4.011567116E0,2.664826775E1
7.277777340E0,7.220342159E-1,5.301896572E0,1.054487038E1
7.287761715E0,-6.978068948E-1,7.267600536E0,1.889821434E1
7.297729944E0,9.720841795E-2,2.912364244E0,1.625982857E1
7.307688121E0,4.875974178E0,2.670689106E0,5.493023396E0
7.317655361E0,6.087340832E0,3.956233025E0,4.549952030E0
7.327622913E0,2.503490746E-1,2.555534601E0,7.705487251E0
7.337590152E0,-1.887637973E0,7.607381344E0,1.063340473E1
7.347567496E0,-8.318049908E-1,8.658429146E0,-4.348955154E-1
7.357535725E0,1.756331801E0,1.605284929E0,2.703859711E1
7.367490257E0,1.203290701E0,1.256231815E-1,1.887907219E1
7.377457080E0,-2.093719840E-1,8.234600067E0,-4.485944271E0
7.387451975E0,1.211366430E-1,3.348157167E0,5.670391560E0
7.397421663E0,-1.389631748E0,5.730511189E0,4.151547253E-1
7.407381923E0,-2.752045155E0,7.202695370E0,-1.312403393E1
7.417350621E0,-4.597808838E0,3.951447487E0,2.031566238E1
7.427309163E0,-2.627319336E0,4.980959415E0,1.285783291E1
7.437276871E0,-3.731008768E0,7.363313675E0,7.849056244E0
7.447233173E0,-4.229014874E0,-2.642274380E0,3.992185211E1
7.457199684E0,-4.650450706E0,-4.417748749E-1,2.390699005E1
7.467181350E0,-2.316252232E0,3.982554197E0,-2.357528448E0
7.477149371E0,-6.690930128E-1,7.456633449E-1,9.728618622E0
7.487109163E0,-3.367299557E0,2.984148979E0,-8.098807335E0
7.497076350E0,-3.817449331E0,7.858926773E0,-1.397169113E1
7.507048434E0,-3.472583771E0,8.445467949E0,-2.699702263E0
7.517016142E0,-5.031208515E0,4.662714005E0,1.382004642E1
7.526977705E0,-3.910769463E0,3.039183855E0,3.931138229E1
7.536944736E0,-1.504487276E0,7.020840645E0,1.536192131E1
7.546904319E0,-1.748854280E0,9.745368004E0,-1.744367719E0
7.556870621E0,-2.292324066E0,3.192623615E0,4.157230377E0
7.566829944E0,-1.789532185E0,1.665105462E0,-3.200101137E0
7.576795517E0,-3.098705411E-1,3.676272869E0,-5.237589836E0
7.586774944E0,-3.472583771E0,4.494917393E0,2.091177368E1
7.596741871E0,-3.290729284E0,4.126123428E0,1.827817345E1
7.606707965E0,-2.086242199E0,1.045065284E0,3.077349472E1
7.616674840E0,3.508476317E-1,3.652344704E0,2.485993195E1
7.626650361E0,1.155434251E0,7.961818218E0,-9.142676353E0
7.636618121E0,-4.677968323E-1,1.543370634E-1,1.682722664E1
7.646581455E0,-1.471585929E-1,5.814260006E0,1.389691544E1
7.656548746E0,4.348955154E-1,1.383470249E1,-2.122852516E1
7.666500361E0,-9.059824944E-1,3.360121250E0,1.295593834E1
7.676466038E0,-2.016850471E0,1.396810174E0,2.381606293E1
7.686464059E0,2.323729992E0,7.997710705E0,-8.917451859E0
7.696432965E0,4.763511658E0,4.942674160E0,8.794819832E0
7.706386663E0,-1.420738399E-1,-2.938984394E0,3.046960449E1
7.716354059E0,-2.498106956E0,4.655535698E0,1.839542198E1
7.726306298E0,-1.061815023E-1,4.157529354E0,4.267300129E0
7.736272132E0,3.166601658E0,1.633998752E0,1.691097450E1
7.746259319E0,3.178565741E0,5.280361176E0,-1.272443295E1
7.756227288E0,1.514656782E0,8.663214684E0,-1.086401272E1
7.766193798E0,-9.900303930E-2,1.310668588E0,1.312822151E1
7.776161611E0,-1.652842283E0,-2.168495506E-1,2.928665352E1
7.786126194E0,1.361217022E0,4.396811485E0,2.074427605E1
